"method","loc","cyclo","calls","nbd","param"
"org.jkiss.dbeaver.model.sql.analyzer.builder.request.RequestBuilder.getObject()",3,1,0,0,0
"org.jkiss.dbeaver.model.sql.format.SQLFormatterConfiguration.getKeywordCase()",3,1,0,0,0
"org.jkiss.dbeaver.model.sql.format.SQLFormatterConfiguration.getSourceEncoding()",3,1,0,0,0
"org.jkiss.dbeaver.model.sql.format.tokenized.FormatterToken.getPos()",3,1,0,0,0
"org.jkiss.dbeaver.model.sql.format.tokenized.FormatterToken.getString()",3,1,0,0,0
"org.jkiss.dbeaver.model.sql.format.tokenized.FormatterToken.getType()",3,1,0,0,0
"org.jkiss.dbeaver.model.sql.internal.SQLModelActivator.getInstance()",3,1,0,0,0
"org.jkiss.dbeaver.model.sql.parser.CustomExpression.getASTNode()",3,1,0,0,0
"org.jkiss.dbeaver.model.sql.parser.CustomExpression.toString()",3,1,0,0,0
"org.jkiss.dbeaver.model.sql.parser.tokens.SQLBlockToggleToken.SQLBlockToggleToken()",3,1,0,0,0
"org.jkiss.dbeaver.model.sql.parser.tokens.SQLParameterToken.SQLParameterToken()",3,1,0,0,0
"org.jkiss.dbeaver.model.sql.parser.tokens.SQLVariableToken.SQLVariableToken()",3,1,0,0,0
"org.jkiss.dbeaver.model.sql.registry.SQLGeneratorDescriptor.toString()",3,1,0,0,0
"org.jkiss.dbeaver.model.sql.task.SQLToolStatistics.getExecutionTime()",3,1,0,0,0
"org.jkiss.dbeaver.model.sql.task.SQLToolStatistics.getObject()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.DBSAttributeBase.getOrdinalPosition()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.DBSDocumentConstraint.isPersisted()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.DBSEntityConstraintType.getLocalizedName()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.DBSEntityConstraintType.isAssociation()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.DBSEntityConstraintType.isUnique()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.DBSEntityType.getIcon()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.DBSEntityType.isPhysical()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.DBSObjectState.getOverlayImage()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.DBSObjectState.getTitle()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.DBSStructureAssistant$ObjectsSearchParams.getMask()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.DBSStructureAssistant$ObjectsSearchParams.getObjectTypes()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.DBSStructureAssistant$ObjectsSearchParams.getParentObject()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.DBSTypedObject.getFullTypeName()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.cache.DBSObjectCache.clearCache()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.cache.DBSObjectCache.isFullyCached()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.cache.ListCache.isFullyCached()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.rdb.DBSForeignKeyModifyRule.getClause()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.rdb.DBSForeignKeyModifyRule.getId()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.rdb.DBSIndexType.getId()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.rdb.DBSSequence.getIncrementBy()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.rdb.DBSSequence.getLastValue()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.rdb.DBSSequence.getMaxValue()",3,1,0,0,0
"org.jkiss.dbeaver.model.struct.rdb.DBSSequence.getMinValue()",3,1,0,0,0
"org.jkiss.dbeaver.model.task.DBTTaskEvent.getAction()",3,1,0,0,0
"org.jkiss.dbeaver.model.task.DBTTaskEvent.toString()",3,1,0,0,0
"org.jkiss.dbeaver.model.task.DBTTaskFolderEvent.getAction()",3,1,0,0,0
"org.jkiss.dbeaver.model.task.DBTTaskFolderEvent.toString()",3,1,0,0,0
"org.jkiss.dbeaver.model.text.parser.TPCharacterScanner.unread()",3,1,0,0,0
"org.jkiss.dbeaver.model.text.parser.TPTokenAbstract.getData()",3,1,0,0,0
"org.jkiss.dbeaver.model.text.parser.TPTokenAbstract.isEOF()",3,1,0,0,0
"org.jkiss.dbeaver.model.text.parser.TPTokenAbstract.isOther()",3,1,0,0,0
"org.jkiss.dbeaver.model.text.parser.TPTokenAbstract.isUndefined()",3,1,0,0,0
"org.jkiss.dbeaver.model.text.parser.TPTokenAbstract.isWhitespace()",3,1,0,0,0
"org.jkiss.dbeaver.model.text.parser.TPTokenType.getTokenType()",3,1,0,0,0
"org.jkiss.dbeaver.model.text.parser.TPTokenType.getTypeId()",3,1,0,0,0
"org.jkiss.dbeaver.model.virtual.DBVEntityConstraintColumn.getAttributeName()",3,1,0,0,0
"org.jkiss.dbeaver.registry.DataSourceOriginLocal.isDynamic()",3,1,0,0,0
"org.jkiss.dbeaver.registry.DriverCategoryDescriptor.getId()",3,1,0,0,0
"org.jkiss.dbeaver.registry.DriverCategoryDescriptor.toString()",3,1,0,0,0
"org.jkiss.dbeaver.registry.EclipseApplicationImpl.getDefaultProjectName()",3,1,0,0,0
"org.jkiss.dbeaver.registry.EclipseApplicationImpl.getInfoDetails()",3,1,0,0,0
"org.jkiss.dbeaver.registry.EclipseApplicationImpl.isHeadlessMode()",3,1,0,0,0
"org.jkiss.dbeaver.registry.EclipseApplicationImpl.isPrimaryInstance()",3,1,0,0,0
"org.jkiss.dbeaver.registry.EclipseApplicationImpl.isStandalone()",3,1,0,0,0
"org.jkiss.dbeaver.registry.EclipseApplicationImpl.stop()",3,1,0,0,0
"org.jkiss.dbeaver.registry.ExternalResourceDescriptor.getName()",3,1,0,0,0
"org.jkiss.dbeaver.registry.driver.MissingDataSourceProvider.getFeatures()",3,1,0,0,0
"org.jkiss.dbeaver.registry.maven.MavenArtifactLicense.toString()",3,1,0,0,0
"org.jkiss.dbeaver.registry.network.NetworkHandlerDescriptor.getCodeName()",3,1,0,0,0
"org.jkiss.dbeaver.registry.network.NetworkHandlerDescriptor.getHandlerProperties()",3,1,0,0,0
"org.jkiss.dbeaver.registry.network.NetworkHandlerDescriptor.getId()",3,1,0,0,0
"org.jkiss.dbeaver.registry.network.NetworkHandlerDescriptor.toString()",3,1,0,0,0
"org.jkiss.dbeaver.registry.task.TaskRunImpl.getId()",3,1,0,0,0
"org.jkiss.dbeaver.registry.task.TaskRunImpl.getRunDuration()",3,1,0,0,0
"org.jkiss.dbeaver.registry.task.TaskRunImpl.isRunSuccess()",3,1,0,0,0
"org.jkiss.dbeaver.runtime.serialize.SerializerDescriptor.getId()",3,1,0,0,0
"org.jkiss.dbeaver.runtime.ui.DBPPlatformUI.getLongOperationTimeout()",3,1,0,0,0
"org.jkiss.dbeaver.tasks.ui.nativetool.AbstractNativeImportExportWizard.isSingleTimeWizard()",3,1,0,0,0
"org.jkiss.dbeaver.tasks.ui.nativetool.AbstractNativeImportExportWizard.isVerbose()",3,1,0,0,0
"org.jkiss.dbeaver.tasks.ui.nativetool.AbstractNativeScriptExecuteWizard.isSingleTimeWizard()",3,1,0,0,0
"org.jkiss.dbeaver.tasks.ui.registry.TaskConfiguratorDescriptor.getType()",3,1,0,0,0
"org.jkiss.dbeaver.tasks.ui.sql.script.SQLScriptTaskConfigurationWizard.getDefaultWindowTitle()",3,1,0,0,0
"org.jkiss.dbeaver.tasks.ui.sql.script.SQLScriptTaskConfigurationWizard.getSettings()",3,1,0,0,0
"org.jkiss.dbeaver.tasks.ui.sql.script.SQLScriptTaskConfigurationWizard.getTaskTypeId()",3,1,0,0,0
"org.jkiss.dbeaver.tasks.ui.wizard.TaskConfigurationWizardStub.canFinish()",3,1,0,0,0
"org.jkiss.dbeaver.tasks.ui.wizard.TaskConfigurationWizardStub.getDefaultWindowTitle()",3,1,0,0,0
"org.jkiss.dbeaver.tasks.ui.wizard.TaskConfigurationWizardStub.getSettings()",3,1,0,0,0
"org.jkiss.dbeaver.tasks.ui.wizard.TaskConfigurationWizardStub.getTaskTypeId()",3,1,0,0,0
"org.jkiss.dbeaver.tasks.ui.wizard.TaskConfigurationWizardStub.performFinish()",3,1,0,0,0
"org.jkiss.dbeaver.tools.compare.simple.CompareReport.getNodes()",3,1,0,0,0
"org.jkiss.dbeaver.tools.compare.simple.CompareReport.getReportLines()",3,1,0,0,0
"org.jkiss.dbeaver.tools.project.ProjectCreateData.getDescription()",3,1,0,0,0
"org.jkiss.dbeaver.tools.project.ProjectCreateData.getName()",3,1,0,0,0
"org.jkiss.dbeaver.tools.project.ProjectExportData.getArchiveFileName()",3,1,0,0,0
"org.jkiss.dbeaver.tools.project.ProjectExportData.getOutputFolder()",3,1,0,0,0
"org.jkiss.dbeaver.tools.project.ProjectExportData.getProjectsToExport()",3,1,0,0,0
"org.jkiss.dbeaver.tools.project.ProjectExportData.isExportDrivers()",3,1,0,0,0
"org.jkiss.dbeaver.tools.scripts.ScriptsExportData.getOutputFolder()",3,1,0,0,0
"org.jkiss.dbeaver.tools.scripts.ScriptsExportData.getScripts()",3,1,0,0,0
"org.jkiss.dbeaver.tools.scripts.ScriptsExportData.isOverwriteFiles()",3,1,0,0,0
"org.jkiss.dbeaver.tools.scripts.ScriptsImportData.getDataSourceContainer()",3,1,0,0,0
"org.jkiss.dbeaver.tools.scripts.ScriptsImportData.getFileMasks()",3,1,0,0,0
"org.jkiss.dbeaver.tools.scripts.ScriptsImportData.getImportDir()",3,1,0,0,0
"org.jkiss.dbeaver.tools.scripts.ScriptsImportData.getInputDir()",3,1,0,0,0
"org.jkiss.dbeaver.tools.scripts.ScriptsImportData.isOverwriteFiles()",3,1,0,0,0
"org.jkiss.dbeaver.tools.sql.task.SQLScriptDataReceiver.close()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.StreamDataImporterColumnInfo.getDataKind()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.StreamDataImporterSite.getProcessorProperties()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.StreamDataImporterSite.getSettings()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.StreamDataImporterSite.getSourceObject()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSource.getSQLDialect()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceContainer.getActiveNetworkHandlers()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceContainer.getClientHome()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceContainer.getExclusiveLock()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceContainer.getModifyPermission()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceContainer.getTasks()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceContainer.getVirtualModel()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceContainer.isAutoCloseTransactions()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceContainer.isConnected()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceContainer.isConnectionReadOnly()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceContainer.isDefaultAutoCommit()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceContainer.isExternallyProvided()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceContainer.isHidden()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceContainer.isManageable()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceContainer.isPersisted()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceContainer.isProvided()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceContainer.isSavePassword()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceContainer.isTemplate()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceContainer.isTemporary()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceContainer.persistConfiguration()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceDialect.useCaseInsensitiveNameLookup()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceInfo.getCatalogTerm()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceInfo.getDatabaseProductName()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceInfo.getDatabaseProductVersion()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceInfo.getDatabaseVersion()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceInfo.getDriverName()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceInfo.getDriverVersion()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceInfo.getProcedureTerm()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceInfo.getSchemaTerm()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamExecutionContext.close()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamExecutionContext.getOwnerInstance()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamExecutionContext.isConnected()",3,1,0,0,0
"org.jkiss.dbeaver.tools.transfer.ui.pages.database.ColumnsMappingDialog.isResizable()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.bool.BooleanStyle.getAlignment()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.bool.BooleanStyle.getMode()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.folders.TabbedFolderInfo.toString()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.folders.TabbedFolderPage.aboutToBeHidden()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.folders.TabbedFolderPage.aboutToBeShown()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.folders.TabbedFolderPage.dispose()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.lightgrid.GridCell.toString()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.lightgrid.GridPos.hashCode()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.lightgrid.GridPos.isValid()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.lightgrid.GridPos.toString()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.resultset.IResultSetController.readNextSegment()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.resultset.IResultSetController.refresh()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.resultset.IStatefulControl.saveState()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.resultset.QueryResultsDecorator.getDecoratorFeatures()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.resultset.QueryResultsDecorator.getEmptyDataDescription()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.resultset.QueryResultsDecorator.getEmptyDataMessage()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.resultset.ResultSetDecoratorBase.getAutoRecordMode()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.resultset.ResultSetDecoratorBase.getDataLabelProvider()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.resultset.ResultSetDecoratorBase.getDecoratorFeatures()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.resultset.ResultSetDecoratorBase.getPreferredPresentation()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.resultset.ResultSetListenerAdapter.handleResultSetChange()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.resultset.ResultSetListenerAdapter.handleResultSetLoad()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.resultset.ResultSetPasteSettings.getNullValueMark()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.resultset.ResultSetStatus.ResultSetStatus()",3,1,0,0,0
"org.jkiss.dbeaver.ui.controls.resultset.panel.references.ReferencesResultsDecorator.getDecoratorFeatures()",3,1,0,0,0
"org.jkiss.dbeaver.ui.dashboard.model.DashboardContainer.getDashboardMaxAge()",3,1,0,0,0
"org.jkiss.dbeaver.ui.dashboard.model.DashboardContainer.getDashboardMaxItems()",3,1,0,0,0
"org.jkiss.dbeaver.ui.dashboard.model.DashboardContainer.getUpdatePeriod()",3,1,0,0,0
"org.jkiss.dbeaver.ui.dashboard.registry.DashboardMapQueryDescriptor.getQueryText()",3,1,0,0,0
"org.jkiss.dbeaver.ui.dashboard.registry.DashboardMapQueryDescriptor.getUpdatePeriod()",3,1,0,0,0
"org.jkiss.dbeaver.ui.dashboard.registry.DashboardMapQueryDescriptor.toString()",3,1,0,0,0
"org.jkiss.dbeaver.ui.data.IValueController.refreshEditor()",3,1,0,0,0
"org.jkiss.dbeaver.ui.data.IValueEditor.createControl()",3,1,0,0,0
"org.jkiss.dbeaver.ui.data.IValueEditor.isDirty()",3,1,0,0,0
"org.jkiss.dbeaver.ui.data.IValueEditorStandalone.showValueEditor()",3,1,0,0,0
"org.jkiss.dbeaver.ui.data.dialogs.CursorViewDialog.isReadOnly()",3,1,0,0,0
"org.jkiss.dbeaver.ui.dialogs.HelpEnabledDialog.isResizable()",3,1,0,0,0
"org.jkiss.dbeaver.ui.editors.AbstractDatabaseObjectEditor.deactivatePart()",3,1,0,0,0
"org.jkiss.dbeaver.ui.editors.AbstractDatabaseObjectEditor.doSaveAs()",3,1,0,0,0
"org.jkiss.dbeaver.ui.editors.AbstractDatabaseObjectEditor.isActiveTask()",3,1,0,0,0
"org.jkiss.dbeaver.ui.editors.AbstractDatabaseObjectEditor.recreateEditorControl()",3,1,0,0,0
"org.jkiss.dbeaver.ui.editors.DatabaseEditorContextBase.getDataSourceContainer()",3,1,0,0,0
"org.jkiss.dbeaver.ui.editors.SimpleDatabaseEditorContext.getDataSourceContainer()",3,1,0,0,0
"org.jkiss.dbeaver.ui.editors.SimpleDatabaseEditorContext.getExecutionContext()",3,1,0,0,0
"org.jkiss.dbeaver.ui.editors.SimpleDatabaseEditorContext.getSelectedObject()",3,1,0,0,0
"org.jkiss.dbeaver.ui.editors.sql.SQLEditorControl.getEditor()",3,1,0,0,0
"org.jkiss.dbeaver.ui.editors.sql.SQLEditorListenerDefault.beforeQueryPlanExplain()",3,1,0,0,0
"org.jkiss.dbeaver.ui.editors.sql.log.SQLLogPanel.getQueryLogViewer()",3,1,0,0,0
"org.jkiss.dbeaver.ui.editors.sql.plan.registry.SQLPlanViewDescriptor.toString()",3,1,0,0,0
"org.jkiss.dbeaver.ui.editors.sql.preferences.format.BaseFormatterConfigurationPage.BaseFormatterConfigurationPage()",3,1,0,0,0
"org.jkiss.dbeaver.ui.editors.sql.registry.SQLTargetConverterDescriptor.toString()",3,1,0,0,0
"org.jkiss.dbeaver.ui.editors.sql.syntax.SQLScriptPosition.getFoldingAnnotation()",3,1,0,0,0
"org.jkiss.dbeaver.ui.editors.sql.templates.SQLContextTypeBase.SQLContextTypeBase()",3,1,0,0,0
"org.jkiss.dbeaver.ui.editors.text.BaseTextDocumentProvider.BaseTextDocumentProvider()",3,1,0,0,0
"org.jkiss.dbeaver.ui.editors.text.BaseTextDocumentProvider.createEmptyDocument()",3,1,0,0,0
"org.jkiss.dbeaver.ui.internal.registry.NavigatorNodeActionDescriptor.getHandler()",3,1,0,0,0
"org.jkiss.dbeaver.ui.navigator.database.DatabaseNavigatorContent.getRootNode()",3,1,0,0,0
"org.jkiss.dbeaver.ui.navigator.database.DatabaseNavigatorTreeFilter.filterFolders()",3,1,0,0,0
"org.jkiss.dbeaver.ui.preferences.PrefPageEmpty.PrefPageEmpty()",3,1,0,0,0
"org.jkiss.dbeaver.ui.project.PrefPageProjectUserProfiles.getElement()",3,1,0,0,0
"org.jkiss.dbeaver.ui.search.OpenQuickSearchAction.dispose()",3,1,0,0,0
"org.jkiss.dbeaver.ui.search.data.SearchDataObject.getFoundRows()",3,1,0,0,0
"org.jkiss.utils.SecurityUtilsTest.dummyTest()",3,1,0,0,0
"org.jkiss.utils.xml.XMLConstants.XML_HEADER()",3,1,0,0,0
"org.jkiss.wmi.service.WMIObjectElement.getName()",3,1,0,0,0
"org.jkiss.wmi.service.WMIObjectElement.getOwner()",3,1,0,0,0
"org.jkiss.wmi.service.WMIObjectMethod.getInParameter()",3,1,0,0,0
"org.jkiss.wmi.service.WMIObjectMethod.getOutParameter()",3,1,0,0,0
"org.jkiss.wmi.service.WMIQualifier.getFlavor()",3,1,0,0,0
"org.jkiss.wmi.service.WMIQualifier.getName()",3,1,0,0,0
"org.jkiss.wmi.service.WMIQualifier.getValue()",3,1,0,0,0
"org.jkiss.dbeaver.model.sql.format.SQLFormatterConfiguration.isFunction(String name)",2,1,4,0,1
"org.jkiss.dbeaver.ext.postgresql.ui.PostgreCreateTablespaceDialog.checkEnabled()",2,1,4,0,0
"org.jkiss.dbeaver.model.impl.data.DBDValueError.getErrorTitle()",2,1,4,0,0
"org.jkiss.dbeaver.model.net.ssh.DBeaverAuthAgent.sendSignedReq()",2,1,4,0,0
"org.jkiss.dbeaver.ext.oracle.model.OracleTestUtils.getManagerForClass(Class<?> objectClass)",2,1,3,0,1
"org.jkiss.dbeaver.model.net.ssh.DBeaverAuthAgent.buildReq(boolean signed)",2,1,3,0,1
"org.jkiss.dbeaver.model.access.DBAAuthProfile.getAuthModel()",2,1,3,0,0
"org.jkiss.dbeaver.ext.exasol.model.ExasolGeometryValueHandler.bindGeometryParameter(@NotNull JDBCSession session, @NotNull JDBCPreparedStatement statement, int paramIndex, @NotNull Geometry value)",2,1,2,0,4
"org.jkiss.dbeaver.ext.postgresql.model.data.type.PostgreTypeHandler.getTypeModifiers(@NotNull PostgreDataType type, @NotNull String typeName, @NotNull String[] typmod)",2,1,2,0,3
"org.jkiss.dbeaver.registry.network.NetworkHandlerDescriptor.matches(DBPDriver driver)",2,1,2,0,1
"org.jkiss.dbeaver.ui.gis.internal.GISViewerActivator.getResourceStream(String path)",2,1,2,0,1
"org.jkiss.dbeaver.debug.core.model.DatabaseDebugElement.getController()",2,1,2,0,0
"org.jkiss.dbeaver.ext.exasol.ui.config.ExasolConsumerGroupDialog.getPrecedence()",2,1,2,0,0
"org.jkiss.dbeaver.ext.mssql.model.SQLServerTableTrigger.canDisable()",2,1,2,0,0
"org.jkiss.dbeaver.ext.mssql.model.SQLServerTableTrigger.canEnable()",2,1,2,0,0
"org.jkiss.dbeaver.ext.mssql.model.SQLServerTableTrigger.getSchema()",2,1,2,0,0
"org.jkiss.dbeaver.lang.SCMLeafNode.getPlainValue()",2,1,2,0,0
"org.jkiss.dbeaver.model.connection.DBPDriver.getFullId()",2,1,2,0,0
"org.jkiss.dbeaver.model.impl.jdbc.data.JDBCContentAbstract.getDefaultEncoding()",2,1,2,0,0
"org.jkiss.dbeaver.ui.UIConfirmation.confirm()",2,1,2,0,0
"org.jkiss.dbeaver.ui.editors.AbstractDatabaseObjectEditor.getDatabaseObject()",2,1,2,0,0
"org.jkiss.dbeaver.ui.editors.binary.internal.HexEditorsActivator.getPreferencesStore()",2,1,2,0,0
"org.jkiss.dbeaver.ui.editors.object.struct.CreateSequencePage.getSequenceName()",2,1,2,0,0
"org.jkiss.dbeaver.ui.editors.sql.templates.SQLProposalPosition.getChoices()",2,1,2,0,0
"org.jkiss.dbeaver.runtime.DBeaverNotifications.showNotification(DBPDataSource dataSource, String id, String text, DBPMessageType messageType, Runnable feedback)",2,1,1,0,5
"org.jkiss.dbeaver.runtime.DBeaverNotifications.showNotification(String id, String title, String text, DBPMessageType messageType, Runnable feedback)",2,1,1,0,5
"org.jkiss.dbeaver.ext.firebird.model.plan.FireBirdPlanException.FireBirdPlanException(String expected, String actual, int position, String plan)",2,1,1,0,4
"org.jkiss.dbeaver.runtime.DBeaverNotifications.showNotification(DBPDataSource dataSource, String id, String text, DBPMessageType messageType)",2,1,1,0,4
"org.jkiss.dbeaver.ext.firebird.model.plan.FireBirdPlanException.FireBirdPlanException(String unexpected, int position, String plan)",2,1,1,0,3
"org.jkiss.dbeaver.ext.h2.model.H2SQLDialect.initDriverSettings(JDBCSession session, JDBCDataSource dataSource, JDBCDatabaseMetaData metaData)",2,1,1,0,3
"org.jkiss.dbeaver.ext.sqlite.model.SQLiteSQLDialect.initDriverSettings(JDBCSession session, JDBCDataSource dataSource, JDBCDatabaseMetaData metaData)",2,1,1,0,3
"org.jkiss.dbeaver.runtime.DBeaverNotifications.showNotification(DBPDataSource dataSource, String id, String text)",2,1,1,0,3
"org.jkiss.dbeaver.ext.firebird.model.plan.FireBirdPlanException.FireBirdPlanException(String info, String index)",2,1,1,0,2
"org.jkiss.dbeaver.ext.greenplum.model.GreenplumExternalTableUriLocationsHandler.GreenplumExternalTableUriLocationsHandler(String uriLocationsString, char separator)",2,1,1,0,2
"org.jkiss.dbeaver.ext.oracle.model.OraclePrivSystem.OraclePrivSystem(OracleGrantee user, ResultSet resultSet)",2,1,1,0,2
"org.jkiss.dbeaver.ext.postgresql.model.PostgreForeignServer.getUserMapping(DBRProgressMonitor monitor, long oid)",2,1,1,0,2
"org.jkiss.dbeaver.model.access.DBAAuthParameters.setProperty(String name, Object value)",2,1,1,0,2
"org.jkiss.dbeaver.model.runtime.features.DBRFeature.createCategory(@NotNull String name, String description)",2,1,1,0,2
"org.jkiss.dbeaver.model.sql.format.SQLFormatterConfiguration.setProperty(String name, Object value)",2,1,1,0,2
"org.jkiss.dbeaver.model.sql.generator.SQLGeneratorProcedure.getAllAttributes(DBRProgressMonitor monitor, DBSProcedure object)",2,1,1,0,2
